,Equipe,Adversaire,Buts,Buts_mi_temps,Nb_tirs,Nb_tirs_cadres,Nb_fautes,Corners,Carton_jaune,Carton_rouge,Date,Saison,Resultat_match,D_E,Nb_points
1664,Metz,Nimes,1,1,10,4,19,2,6,0,2019-11-30,2019,Nul,E,1
1665,Bordeaux,Reims,1,1,5,1,14,2,1,0,2019-11-30,2019,Nul,E,1
1666,Toulouse,Nantes,1,0,7,3,15,4,3,1,2019-12-01,2019,Defaite,E,0
1667,St Etienne,Rennes,1,1,5,1,11,1,3,0,2019-12-01,2019,Defaite,E,0
1668,Marseille,Angers,2,2,10,4,11,1,1,0,2019-12-03,2019,Victoire,E,3
1669,Nimes,Bordeaux,0,0,7,1,13,6,1,0,2019-12-03,2019,Defaite,E,0
1670,Strasbourg,Brest,0,0,9,3,11,7,1,0,2019-12-03,2019,Defaite,E,0
1671,Lille,Lyon,1,0,8,2,9,1,2,0,2019-12-03,2019,Victoire,E,3
1672,Montpellier,Dijon,2,2,18,6,20,6,3,0,2019-12-04,2019,Nul,E,1
1673,Rennes,Metz,1,1,12,2,8,8,0,0,2019-12-04,2019,Victoire,E,3
1674,Nice,St Etienne,1,1,16,4,11,5,3,0,2019-12-04,2019,Defaite,E,0
1675,Monaco,Toulouse,2,1,18,7,10,6,1,0,2019-12-04,2019,Victoire,E,3
1676,Nantes,Paris SG,0,0,11,4,14,9,2,0,2019-12-04,2019,Defaite,E,0
1677,Brest,Lille,0,0,6,0,9,3,1,0,2019-12-06,2019,Defaite,E,0
1678,Lyon,Nimes,4,1,22,8,15,5,2,0,2019-12-06,2019,Victoire,E,3
1679,Paris SG,Montpellier,3,0,14,5,18,4,3,0,2019-12-07,2019,Victoire,E,3
1680,Amiens,Monaco,0,0,5,2,8,1,0,0,2019-12-07,2019,Defaite,E,0
1681,Metz,Nice,1,0,18,3,13,4,2,0,2019-12-07,2019,Defaite,E,0
1682,Angers,Rennes,1,0,12,1,12,4,1,0,2019-12-07,2019,Defaite,E,0
1683,Toulouse,Strasbourg,2,1,14,9,7,5,1,0,2019-12-07,2019,Defaite,E,0
1684,St Etienne,Reims,1,0,11,4,14,2,2,0,2019-12-08,2019,Defaite,E,0
1685,Dijon,Nantes,0,0,5,1,14,1,2,0,2019-12-08,2019,Defaite,E,0
1686,Bordeaux,Marseille,1,1,3,2,9,0,1,0,2019-12-08,2019,Defaite,E,0
1687,Montpellier,Lille,1,0,10,4,15,5,1,0,2019-12-13,2019,Defaite,E,0
1688,Marseille,Metz,1,0,16,5,13,7,1,0,2019-12-14,2019,Nul,E,1
1689,Dijon,Amiens,1,1,10,5,8,3,3,0,2019-12-14,2019,Nul,E,1
1690,Monaco,Angers,0,0,7,2,15,6,3,0,2019-12-14,2019,Nul,E,1
1691,Nice,Brest,0,0,15,7,11,6,2,0,2019-12-14,2019,Nul,E,1
1692,Nantes,Nimes,1,1,10,5,21,3,3,0,2019-12-14,2019,Victoire,E,3
1693,Reims,Toulouse,1,1,10,4,14,8,2,0,2019-12-14,2019,Victoire,E,3
1694,Strasbourg,Bordeaux,1,1,7,4,13,7,2,0,2019-12-15,2019,Victoire,E,3
1695,Rennes,Lyon,1,0,12,6,15,7,3,0,2019-12-15,2019,Victoire,E,3
1696,Paris SG,St Etienne,4,2,21,13,9,2,1,0,2019-12-15,2019,Victoire,E,3
1697,Metz,Dijon,2,1,9,3,10,5,3,1,2019-12-21,2019,Nul,E,1
1698,Nimes,Marseille,1,0,12,5,8,4,2,0,2019-12-21,2019,Defaite,E,0
1699,Lille,Monaco,1,1,9,4,15,6,1,0,2019-12-21,2019,Defaite,E,0
1700,Brest,Montpellier,0,0,17,4,15,2,1,0,2019-12-21,2019,Defaite,E,0
1701,Angers,Nantes,2,0,13,7,6,4,0,0,2019-12-21,2019,Victoire,E,3
1702,Toulouse,Nice,0,0,8,0,18,4,4,0,2019-12-21,2019,Defaite,E,0
1703,Amiens,Paris SG,1,0,8,3,10,3,1,0,2019-12-21,2019,Defaite,E,0
1704,Lyon,Reims,1,1,15,4,16,4,3,0,2019-12-21,2019,Nul,E,1
1705,Bordeaux,Rennes,0,0,13,2,13,8,3,0,2019-12-21,2019,Defaite,E,0
1706,St Etienne,Strasbourg,1,0,6,1,13,7,2,0,2019-12-21,2019,Defaite,E,0
1707,Marseille,Rennes,1,0,10,4,17,1,5,0,2020-01-10,2019,Victoire,E,3
1708,Lyon,Bordeaux,2,0,22,6,12,4,3,0,2020-01-11,2019,Victoire,E,3
1709,Montpellier,Amiens,2,0,11,4,13,1,1,0,2020-01-11,2019,Victoire,E,3
1710,Nice,Angers,1,1,8,2,12,2,3,0,2020-01-11,2019,Nul,E,1
1711,Strasbourg,Metz,0,0,14,3,16,6,2,0,2020-01-11,2019,Defaite,E,0
1712,Reims,Nimes,0,0,6,2,26,3,5,1,2020-01-11,2019,Defaite,E,0
1713,Brest,Toulouse,5,1,15,9,10,6,0,0,2020-01-11,2019,Victoire,E,3
1714,Nantes,St Etienne,2,1,11,4,10,1,1,0,2020-01-12,2019,Victoire,E,3
1715,Lille,Dijon,0,0,12,6,20,7,4,1,2020-01-12,2019,Defaite,E,0
1716,Monaco,Paris SG,3,2,16,6,9,7,3,0,2020-01-12,2019,Nul,E,1
1717,Reims,Amiens,1,1,6,1,16,1,3,0,2020-01-15,2019,Nul,E,1
1718,Rennes,Nimes,1,0,8,2,20,2,3,0,2020-01-15,2019,Victoire,E,3
1719,Paris SG,Monaco,4,2,17,12,14,5,3,0,2020-01-15,2019,Victoire,E,3
1720,Rennes,Nice,1,0,21,5,14,8,1,0,2020-01-24,2019,Nul,E,1
1721,Angers,Marseille,0,0,4,0,13,2,2,0,2020-01-25,2019,Nul,E,1
1722,Amiens,Brest,1,0,8,3,17,7,4,0,2020-01-25,2019,Defaite,E,0
1723,Strasbourg,Monaco,3,1,11,7,9,5,0,0,2020-01-25,2019,Victoire,E,3
1724,Dijon,Montpellier,1,0,6,2,15,1,2,1,2020-01-25,2019,Defaite,E,0
1725,Metz,Reims,1,1,7,4,9,1,1,0,2020-01-25,2019,Victoire,E,3
1726,Nimes,St Etienne,1,1,12,4,16,5,2,0,2020-01-25,2019,Defaite,E,0
1727,Toulouse,Lyon,0,0,10,4,5,2,1,0,2020-01-26,2019,Defaite,E,0
1728,Bordeaux,Nantes,1,0,11,2,14,2,2,0,2020-01-26,2019,Victoire,E,3
1729,Paris SG,Lille,2,1,12,5,10,3,1,0,2020-01-26,2019,Victoire,E,3
1730,Nantes,Rennes,2,0,8,5,17,5,4,0,2020-01-31,2019,Defaite,E,0
1731,Montpellier,Paris SG,0,0,6,2,16,2,4,2,2020-02-01,2019,Defaite,E,0
1732,Toulouse,Amiens,0,0,12,1,15,4,2,0,2020-02-01,2019,Nul,E,1
1733,Reims,Angers,4,1,12,4,13,4,2,0,2020-02-01,2019,Victoire,E,3
1734,Brest,Dijon,0,0,19,4,17,6,1,0,2020-02-01,2019,Defaite,E,0
1735,Monaco,Nimes,1,1,6,4,10,1,3,2,2020-02-01,2019,Defaite,E,0
1736,Lille,Strasbourg,2,0,9,4,22,7,4,0,2020-02-01,2019,Victoire,E,3
1737,Lyon,Nice,1,1,14,7,9,10,2,1,2020-02-02,2019,Defaite,E,0
1738,St Etienne,Metz,1,0,17,7,18,8,2,0,2020-02-02,2019,Defaite,E,0
1739,Marseille,Bordeaux,0,0,16,4,14,10,2,0,2020-02-02,2019,Nul,E,1
1740,Rennes,Lille,0,0,11,4,16,2,1,0,2020-02-04,2019,Defaite,E,0
1741,Angers,Monaco,0,0,16,4,8,8,2,0,2020-02-04,2019,Defaite,E,0
1742,Paris SG,Nantes,2,1,19,7,21,7,4,0,2020-02-04,2019,Victoire,E,3
1743,Bordeaux,Brest,1,1,13,5,5,5,0,0,2020-02-05,2019,Nul,E,1
1744,Amiens,Lyon,0,0,7,2,14,3,2,0,2020-02-05,2019,Nul,E,1
1745,Metz,Montpellier,1,0,18,8,16,8,1,0,2020-02-05,2019,Nul,E,1
1746,Dijon,Nimes,0,0,10,3,27,2,3,0,2020-02-05,2019,Defaite,E,0
