,Equipe,Adversaire,Buts,Buts_mi_temps,Nb_tirs,Nb_tirs_cadres,Nb_fautes,Corners,Carton_jaune,Carton_rouge,Date,Saison,Resultat_match,D_E,Nb_points
1606,Toulouse,Bordeaux,1,0,15,4,16,5,4,0,2019-10-05,2019,Defaite,D,0
1607,Lille,Nimes,2,1,18,7,19,8,3,0,2019-10-06,2019,Nul,D,1
1608,Rennes,Reims,0,0,18,3,13,5,1,0,2019-10-06,2019,Defaite,D,0
1609,St Etienne,Lyon,1,0,6,4,13,5,1,0,2019-10-06,2019,Victoire,D,3
1610,Nice,Paris SG,1,0,10,2,12,1,3,2,2019-10-18,2019,Defaite,D,0
1611,Lyon,Dijon,0,0,24,10,12,8,0,0,2019-10-19,2019,Nul,D,1
1612,Angers,Brest,0,0,29,6,10,13,1,0,2019-10-19,2019,Defaite,D,0
1613,Metz,Nantes,1,0,10,2,16,3,2,0,2019-10-19,2019,Victoire,D,3
1614,Nimes,Amiens,1,1,11,3,11,1,2,0,2019-10-19,2019,Nul,D,1
1615,Reims,Montpellier,1,1,12,5,19,4,2,0,2019-10-19,2019,Victoire,D,3
1616,Toulouse,Lille,2,0,17,6,15,3,2,0,2019-10-19,2019,Victoire,D,3
1617,Bordeaux,St Etienne,0,0,12,6,7,8,0,0,2019-10-20,2019,Defaite,D,0
1618,Monaco,Rennes,3,1,14,5,15,3,2,0,2019-10-20,2019,Victoire,D,3
1619,Marseille,Strasbourg,2,1,11,6,13,5,3,0,2019-10-20,2019,Victoire,D,3
1620,Nantes,Monaco,0,0,15,4,9,5,2,0,2019-10-25,2019,Defaite,D,0
1621,Lille,Bordeaux,3,1,11,3,17,3,0,0,2019-10-26,2019,Victoire,D,3
1622,Brest,Dijon,2,0,15,7,10,9,0,1,2019-10-26,2019,Victoire,D,3
1623,Lyon,Metz,2,2,18,7,12,7,1,0,2019-10-26,2019,Victoire,D,3
1624,Montpellier,Angers,0,0,14,3,14,5,2,0,2019-10-26,2019,Nul,D,1
1625,Reims,Nimes,0,0,10,3,15,4,3,0,2019-10-26,2019,Nul,D,1
1626,Strasbourg,Nice,1,1,20,6,22,4,1,0,2019-10-26,2019,Victoire,D,3
1627,Rennes,Toulouse,3,2,14,6,18,7,1,0,2019-10-27,2019,Victoire,D,3
1628,St Etienne,Amiens,2,1,15,1,17,5,2,0,2019-10-27,2019,Nul,D,1
1629,Paris SG,Marseille,4,4,11,7,10,5,2,0,2019-10-27,2019,Victoire,D,3
1630,Dijon,Paris SG,2,1,10,6,12,3,3,0,2019-11-01,2019,Victoire,D,3
1631,Marseille,Lille,2,0,11,1,13,4,1,0,2019-11-02,2019,Victoire,D,3
1632,Amiens,Brest,1,1,6,2,12,3,3,0,2019-11-02,2019,Victoire,D,3
1633,Angers,Strasbourg,1,1,9,5,13,4,1,0,2019-11-02,2019,Victoire,D,3
1634,Metz,Montpellier,2,1,11,4,12,5,1,0,2019-11-02,2019,Nul,D,1
1635,Toulouse,Lyon,2,1,12,5,10,5,3,0,2019-11-02,2019,Defaite,D,0
1636,Bordeaux,Nantes,2,1,10,7,18,6,4,0,2019-11-03,2019,Victoire,D,3
1637,Nice,Reims,2,2,12,6,11,5,1,0,2019-11-03,2019,Victoire,D,3
1638,St Etienne,Monaco,1,0,12,5,13,2,1,0,2019-11-03,2019,Victoire,D,3
1639,Nice,Bordeaux,1,1,10,5,13,3,2,0,2019-11-08,2019,Nul,D,1
1640,Brest,Paris SG,1,0,17,4,10,5,1,0,2019-11-09,2019,Defaite,D,0
1641,Lille,Metz,0,0,13,5,16,9,2,0,2019-11-09,2019,Nul,D,1
1642,Monaco,Dijon,1,1,18,7,11,6,2,0,2019-11-09,2019,Victoire,D,3
1643,Reims,Angers,0,0,9,2,14,2,1,0,2019-11-09,2019,Nul,D,1
1644,Strasbourg,Nimes,4,2,20,10,13,2,2,0,2019-11-09,2019,Victoire,D,3
1645,Rennes,Amiens,3,1,22,11,12,5,3,0,2019-11-10,2019,Victoire,D,3
1646,Montpellier,Toulouse,3,1,8,3,19,1,2,0,2019-11-10,2019,Victoire,D,3
1647,Nantes,St Etienne,2,2,9,6,6,3,1,0,2019-11-10,2019,Defaite,D,0
1648,Marseille,Lyon,2,2,10,4,14,6,3,1,2019-11-10,2019,Victoire,D,3
1649,Paris SG,Lille,2,2,11,4,13,6,2,0,2019-11-22,2019,Victoire,D,3
1650,Lyon,Nice,2,2,9,4,13,3,2,1,2019-11-23,2019,Victoire,D,3
1651,Amiens,Strasbourg,0,0,5,0,7,3,2,1,2019-11-23,2019,Defaite,D,0
1652,Angers,Nimes,1,0,21,7,12,3,2,0,2019-11-23,2019,Victoire,D,3
1653,Brest,Nantes,1,0,13,4,8,6,2,0,2019-11-23,2019,Nul,D,1
1654,Dijon,Rennes,2,0,16,6,18,4,1,0,2019-11-23,2019,Victoire,D,3
1655,Metz,Reims,1,0,9,2,14,6,2,0,2019-11-23,2019,Nul,D,1
1656,Bordeaux,Monaco,2,1,17,6,16,5,3,0,2019-11-24,2019,Victoire,D,3
1657,St Etienne,Montpellier,0,0,9,2,18,1,3,0,2019-11-24,2019,Nul,D,1
1658,Toulouse,Marseille,0,0,10,3,16,1,3,1,2019-11-24,2019,Defaite,D,0
1659,Marseille,Brest,2,0,34,10,11,8,0,0,2019-11-29,2019,Victoire,D,3
1660,Strasbourg,Lyon,1,1,9,2,12,3,3,0,2019-11-30,2019,Defaite,D,0
1661,Lille,Dijon,1,1,19,5,16,11,2,0,2019-11-30,2019,Victoire,D,3
1662,Montpellier,Amiens,4,1,20,10,13,4,1,0,2019-11-30,2019,Victoire,D,3
1663,Nice,Angers,3,1,10,7,10,0,2,0,2019-11-30,2019,Victoire,D,3
1664,Nimes,Metz,1,0,14,3,12,6,1,0,2019-11-30,2019,Nul,D,1
1665,Reims,Bordeaux,1,0,19,6,14,15,2,1,2019-11-30,2019,Nul,D,1
1666,Nantes,Toulouse,2,1,21,8,15,10,1,0,2019-12-01,2019,Victoire,D,3
1667,Rennes,St Etienne,2,1,14,5,15,6,1,0,2019-12-01,2019,Victoire,D,3
1668,Angers,Marseille,0,0,9,2,11,3,1,0,2019-12-03,2019,Defaite,D,0
1669,Bordeaux,Nimes,6,2,12,8,14,0,2,0,2019-12-03,2019,Victoire,D,3
1670,Brest,Strasbourg,5,2,11,8,9,3,2,0,2019-12-03,2019,Victoire,D,3
1671,Lyon,Lille,0,0,11,3,13,9,1,0,2019-12-03,2019,Defaite,D,0
1672,Dijon,Montpellier,2,1,18,2,15,12,3,0,2019-12-04,2019,Nul,D,1
1673,Metz,Rennes,0,0,20,4,13,8,2,0,2019-12-04,2019,Defaite,D,0
1674,St Etienne,Nice,4,3,15,7,15,8,2,0,2019-12-04,2019,Victoire,D,3
1675,Toulouse,Monaco,1,1,14,3,18,2,0,0,2019-12-04,2019,Defaite,D,0
1676,Paris SG,Nantes,2,0,10,6,11,5,1,0,2019-12-04,2019,Victoire,D,3
1677,Lille,Brest,1,1,16,10,10,7,0,0,2019-12-06,2019,Victoire,D,3
1678,Nimes,Lyon,0,0,6,2,10,1,2,2,2019-12-06,2019,Defaite,D,0
1679,Montpellier,Paris SG,1,1,6,1,17,4,5,1,2019-12-07,2019,Defaite,D,0
1680,Monaco,Amiens,3,0,20,8,10,8,0,0,2019-12-07,2019,Victoire,D,3
1681,Nice,Metz,4,2,14,5,8,2,0,0,2019-12-07,2019,Victoire,D,3
1682,Rennes,Angers,2,1,8,3,15,4,3,0,2019-12-07,2019,Victoire,D,3
1683,Strasbourg,Toulouse,4,2,18,7,10,3,0,0,2019-12-07,2019,Victoire,D,3
1684,Reims,St Etienne,3,1,10,3,10,1,2,0,2019-12-08,2019,Victoire,D,3
1685,Nantes,Dijon,1,0,17,6,12,9,1,0,2019-12-08,2019,Victoire,D,3
1686,Marseille,Bordeaux,3,0,25,6,10,7,2,0,2019-12-08,2019,Victoire,D,3
1687,Lille,Montpellier,2,1,14,9,13,4,3,0,2019-12-13,2019,Victoire,D,3
1688,Metz,Marseille,1,1,6,3,15,1,4,0,2019-12-14,2019,Nul,D,1
1689,Amiens,Dijon,1,1,6,2,15,5,1,0,2019-12-14,2019,Nul,D,1
1690,Angers,Monaco,0,0,10,5,16,7,4,0,2019-12-14,2019,Nul,D,1
1691,Brest,Nice,0,0,16,4,13,5,3,0,2019-12-14,2019,Nul,D,1
1692,Nimes,Nantes,0,0,16,4,17,9,0,0,2019-12-14,2019,Defaite,D,0
1693,Toulouse,Reims,0,0,9,5,17,4,0,0,2019-12-14,2019,Defaite,D,0
1694,Bordeaux,Strasbourg,0,0,13,3,12,5,3,0,2019-12-15,2019,Defaite,D,0
1695,Lyon,Rennes,0,0,10,3,20,5,3,0,2019-12-15,2019,Defaite,D,0
1696,St Etienne,Paris SG,0,0,11,2,4,5,1,1,2019-12-15,2019,Defaite,D,0
1697,Dijon,Metz,2,2,19,5,13,3,2,0,2019-12-21,2019,Nul,D,1
1698,Marseille,Nimes,3,0,19,9,12,7,3,0,2019-12-21,2019,Victoire,D,3
1699,Monaco,Lille,5,2,15,6,10,5,5,1,2019-12-21,2019,Victoire,D,3
1700,Montpellier,Brest,4,2,17,6,12,3,1,0,2019-12-21,2019,Victoire,D,3
1701,Nantes,Angers,1,1,9,1,15,5,1,0,2019-12-21,2019,Defaite,D,0
1702,Nice,Toulouse,3,3,15,5,9,12,1,0,2019-12-21,2019,Victoire,D,3
1703,Paris SG,Amiens,4,1,22,10,16,7,0,0,2019-12-21,2019,Victoire,D,3
1704,Reims,Lyon,1,1,12,3,11,4,2,0,2019-12-21,2019,Nul,D,1
1705,Rennes,Bordeaux,1,0,12,5,11,2,0,0,2019-12-21,2019,Victoire,D,3
1706,Strasbourg,St Etienne,2,1,5,3,16,2,3,0,2019-12-21,2019,Victoire,D,3
1707,Rennes,Marseille,0,0,9,2,15,4,2,0,2020-01-10,2019,Defaite,D,0
1708,Bordeaux,Lyon,1,1,5,2,12,5,1,0,2020-01-11,2019,Defaite,D,0
1709,Amiens,Montpellier,1,1,7,3,18,4,2,0,2020-01-11,2019,Defaite,D,0
1710,Angers,Nice,1,1,16,9,11,7,1,0,2020-01-11,2019,Nul,D,1
1711,Metz,Strasbourg,1,0,9,4,12,1,1,0,2020-01-11,2019,Victoire,D,3
1712,Nimes,Reims,2,1,13,4,17,5,1,0,2020-01-11,2019,Victoire,D,3
1713,Toulouse,Brest,2,2,12,5,19,5,1,0,2020-01-11,2019,Defaite,D,0
1714,St Etienne,Nantes,0,0,10,1,14,2,2,0,2020-01-12,2019,Defaite,D,0
1715,Dijon,Lille,1,0,15,7,11,2,2,1,2020-01-12,2019,Victoire,D,3
1716,Paris SG,Monaco,3,3,13,6,6,7,0,0,2020-01-12,2019,Nul,D,1
1717,Amiens,Reims,1,0,6,3,26,2,1,0,2020-01-15,2019,Nul,D,1
1718,Nimes,Rennes,0,0,6,1,23,3,1,0,2020-01-15,2019,Defaite,D,0
1719,Monaco,Paris SG,1,0,13,4,9,3,2,0,2020-01-15,2019,Defaite,D,0
1720,Nice,Rennes,1,0,23,4,13,9,0,0,2020-01-24,2019,Nul,D,1
1721,Marseille,Angers,0,0,9,2,17,4,1,0,2020-01-25,2019,Nul,D,1
1722,Brest,Amiens,2,0,10,3,13,2,2,0,2020-01-25,2019,Victoire,D,3
1723,Monaco,Strasbourg,1,0,12,3,8,5,1,0,2020-01-25,2019,Defaite,D,0
1724,Montpellier,Dijon,2,0,16,5,16,3,2,0,2020-01-25,2019,Victoire,D,3
1725,Reims,Metz,0,0,16,2,11,11,1,0,2020-01-25,2019,Defaite,D,0
1726,St Etienne,Nimes,2,2,13,6,19,6,3,0,2020-01-25,2019,Victoire,D,3
1727,Lyon,Toulouse,3,1,13,5,8,8,0,0,2020-01-26,2019,Victoire,D,3
1728,Nantes,Bordeaux,0,0,7,0,11,0,3,1,2020-01-26,2019,Defaite,D,0
1729,Lille,Paris SG,0,0,9,2,20,6,3,0,2020-01-26,2019,Defaite,D,0
1730,Rennes,Nantes,3,0,13,9,13,5,5,0,2020-01-31,2019,Victoire,D,3
1731,Paris SG,Montpellier,5,3,20,9,16,12,4,0,2020-02-01,2019,Victoire,D,3
1732,Amiens,Toulouse,0,0,9,4,14,8,3,0,2020-02-01,2019,Nul,D,1
1733,Angers,Reims,1,1,15,4,15,2,1,0,2020-02-01,2019,Defaite,D,0
1734,Dijon,Brest,3,2,12,5,9,6,0,0,2020-02-01,2019,Victoire,D,3
1735,Nimes,Monaco,3,1,22,8,13,7,4,0,2020-02-01,2019,Victoire,D,3
1736,Strasbourg,Lille,1,1,13,3,12,3,1,0,2020-02-01,2019,Defaite,D,0
1737,Nice,Lyon,2,1,12,7,17,4,3,1,2020-02-02,2019,Victoire,D,3
1738,Metz,St Etienne,3,1,10,6,11,3,0,0,2020-02-02,2019,Victoire,D,3
1739,Bordeaux,Marseille,0,0,12,3,10,3,2,0,2020-02-02,2019,Nul,D,1
1740,Lille,Rennes,1,1,14,3,15,5,3,0,2020-02-04,2019,Victoire,D,3
1741,Monaco,Angers,1,1,6,3,13,1,2,0,2020-02-04,2019,Victoire,D,3
1742,Nantes,Paris SG,1,0,15,5,9,4,2,0,2020-02-04,2019,Defaite,D,0
1743,Brest,Bordeaux,1,0,17,3,14,8,2,1,2020-02-05,2019,Nul,D,1
1744,Lyon,Amiens,0,0,10,3,8,5,1,0,2020-02-05,2019,Nul,D,1
1745,Montpellier,Metz,1,1,12,7,13,6,2,0,2020-02-05,2019,Nul,D,1
1746,Nimes,Dijon,2,2,11,5,17,2,0,0,2020-02-05,2019,Victoire,D,3
1747,Reims,Nice,1,0,15,4,11,9,2,0,2020-02-05,2019,Nul,D,1
1748,Toulouse,Strasbourg,0,0,12,1,7,5,1,0,2020-02-05,2019,Defaite,D,0
1749,St Etienne,Marseille,0,0,11,3,8,6,2,0,2020-02-05,2019,Defaite,D,0
1750,Angers,Lille,0,0,9,1,10,6,4,0,2020-02-07,2019,Defaite,D,0
1751,Marseille,Toulouse,1,0,12,3,6,5,1,0,2020-02-08,2019,Victoire,D,3
1752,Amiens,Monaco,1,1,8,1,14,3,1,0,2020-02-08,2019,Defaite,D,0
1753,Dijon,Nantes,3,2,17,4,8,9,2,0,2020-02-08,2019,Nul,D,1
1754,Metz,Bordeaux,1,1,11,4,5,5,2,1,2020-02-08,2019,Defaite,D,0
1755,Nice,Nimes,1,1,6,3,8,1,2,1,2020-02-08,2019,Defaite,D,0
1756,Rennes,Brest,0,0,17,2,7,6,2,0,2020-02-08,2019,Nul,D,1
1757,Montpellier,St Etienne,1,1,8,3,16,3,1,1,2020-02-09,2019,Victoire,D,3
1758,Strasbourg,Reims,3,0,12,5,13,9,1,0,2020-02-09,2019,Victoire,D,3
1759,Paris SG,Lyon,4,2,16,5,11,6,1,0,2020-02-09,2019,Victoire,D,3
1760,Monaco,Montpellier,1,0,16,2,13,2,1,0,2020-02-14,2019,Victoire,D,3
1761,Amiens,Paris SG,4,3,11,5,21,2,3,0,2020-02-15,2019,Nul,D,1
1762,Bordeaux,Dijon,2,1,11,2,12,13,1,0,2020-02-15,2019,Nul,D,1
1763,Nantes,Metz,0,0,18,7,14,11,0,0,2020-02-15,2019,Nul,D,1
1764,Nimes,Angers,1,0,11,2,7,7,1,0,2020-02-15,2019,Victoire,D,3
1765,Toulouse,Nice,0,0,19,5,14,7,2,2,2020-02-15,2019,Defaite,D,0
1766,Lyon,Strasbourg,1,1,5,2,17,3,3,0,2020-02-16,2019,Nul,D,1
1767,Brest,St Etienne,3,3,10,3,11,0,2,0,2020-02-16,2019,Victoire,D,3
1768,Reims,Rennes,1,0,11,3,14,7,1,0,2020-02-16,2019,Victoire,D,3
1769,Lille,Marseille,1,0,13,3,16,4,0,0,2020-02-16,2019,Defaite,D,0
1770,Nice,Brest,2,2,19,6,7,9,3,0,2020-02-21,2019,Nul,D,1
1771,Metz,Lyon,0,0,7,0,8,5,2,1,2020-02-21,2019,Defaite,D,0
1772,Marseille,Nantes,1,1,16,5,15,4,1,0,2020-02-22,2019,Defaite,D,0
1773,Angers,Montpellier,1,0,12,8,16,6,4,0,2020-02-22,2019,Victoire,D,3
1774,Dijon,Monaco,1,0,12,2,16,2,2,0,2020-02-22,2019,Nul,D,1
1775,Lille,Toulouse,3,2,18,9,12,5,1,0,2020-02-22,2019,Victoire,D,3
1776,Strasbourg,Amiens,0,0,15,3,18,5,2,0,2020-02-22,2019,Nul,D,1
1777,St Etienne,Reims,1,0,7,4,14,8,1,0,2020-02-23,2019,Nul,D,1
1778,Rennes,Nimes,2,1,26,8,11,10,0,0,2020-02-23,2019,Victoire,D,3
1779,Paris SG,Bordeaux,4,2,23,9,13,10,5,1,2020-02-23,2019,Victoire,D,3
1780,Nimes,Marseille,2,1,16,6,15,8,4,0,2020-02-28,2019,Defaite,D,0
1781,Paris SG,Dijon,4,1,23,11,7,8,1,0,2020-02-29,2019,Victoire,D,3
1782,Amiens,Metz,0,0,12,5,17,6,2,0,2020-02-29,2019,Defaite,D,0
1783,Brest,Angers,0,0,16,4,12,12,3,0,2020-02-29,2019,Defaite,D,0
1784,Monaco,Reims,1,1,19,7,20,3,2,0,2020-02-29,2019,Nul,D,1
1785,Montpellier,Strasbourg,3,0,23,11,8,5,1,0,2020-02-29,2019,Victoire,D,3
1786,Toulouse,Rennes,0,0,15,2,13,9,3,0,2020-02-29,2019,Defaite,D,0
1787,Nantes,Lille,0,0,6,3,13,3,4,0,2020-03-01,2019,Defaite,D,0
1788,Bordeaux,Nice,1,1,12,4,19,10,3,0,2020-03-01,2019,Nul,D,1
1789,Lyon,St Etienne,2,1,16,9,14,5,4,0,2020-03-01,2019,Victoire,D,3
1790,Marseille,Amiens,2,1,13,6,13,4,2,0,2020-03-06,2019,Nul,D,1
1791,Angers,Nantes,2,0,7,3,9,4,0,0,2020-03-07,2019,Victoire,D,3
1792,Dijon,Toulouse,2,1,15,3,14,5,2,0,2020-03-07,2019,Victoire,D,3
1793,Metz,Nimes,2,1,14,5,9,8,0,0,2020-03-07,2019,Victoire,D,3
1794,Nice,Monaco,2,0,12,5,11,6,1,0,2020-03-07,2019,Victoire,D,3
1795,Reims,Brest,1,1,12,3,7,5,3,1,2020-03-07,2019,Victoire,D,3
1796,St Etienne,Bordeaux,1,0,11,4,14,7,4,1,2020-03-08,2019,Nul,D,1
1797,Rennes,Montpellier,5,2,16,9,9,2,2,0,2020-03-08,2019,Victoire,D,3
1798,Lille,Lyon,1,1,13,3,20,4,1,0,2020-03-08,2019,Victoire,D,3
1799,Bordeaux,Nantes,0,0,5,1,10,2,2,1,2020-08-21,2020,Nul,D,1
1800,Dijon,Angers,0,0,9,1,15,3,0,0,2020-08-22,2020,Defaite,D,0
1801,Lille,Rennes,1,1,5,1,12,4,0,1,2020-08-22,2020,Nul,D,1
1802,Monaco,Reims,2,1,22,5,8,8,1,0,2020-08-23,2020,Nul,D,1
1803,Lorient,Strasbourg,3,0,10,7,17,6,3,0,2020-08-23,2020,Victoire,D,3
1804,Nimes,Brest,4,2,12,5,14,4,2,0,2020-08-23,2020,Victoire,D,3
1805,Nice,Lens,2,1,4,2,17,1,2,0,2020-08-23,2020,Victoire,D,3
1806,Lyon,Dijon,4,3,27,12,12,13,3,0,2020-08-28,2020,Victoire,D,3
1807,Rennes,Montpellier,2,1,16,7,18,2,3,1,2020-08-29,2020,Victoire,D,3
1808,Strasbourg,Nice,0,0,6,0,14,3,2,0,2020-08-29,2020,Defaite,D,0
1809,Reims,Lille,0,0,4,0,20,1,4,0,2020-08-30,2020,Defaite,D,0
1810,Angers,Bordeaux,0,0,12,2,12,5,1,0,2020-08-30,2020,Defaite,D,0
1811,Metz,Monaco,0,0,14,4,14,10,0,0,2020-08-30,2020,Defaite,D,0
1812,Nantes,Nimes,2,2,8,5,16,4,3,2,2020-08-30,2020,Victoire,D,3
1813,St Etienne,Lorient,2,1,13,5,14,2,2,0,2020-08-30,2020,Victoire,D,3
1814,Brest,Marseille,2,1,19,4,17,10,2,0,2020-08-30,2020,Defaite,D,0
1815,Lens,Paris SG,1,0,7,3,21,4,2,0,2020-09-10,2020,Victoire,D,3
1816,Bordeaux,Lyon,0,0,5,0,12,4,2,0,2020-09-11,2020,Nul,D,1
1817,Montpellier,Nice,3,1,20,13,17,8,0,0,2020-09-12,2020,Victoire,D,3
1818,St Etienne,Strasbourg,2,0,10,4,13,6,1,0,2020-09-12,2020,Victoire,D,3
1819,Lille,Metz,1,0,16,6,12,8,4,0,2020-09-13,2020,Victoire,D,3
1820,Angers,Reims,1,0,20,7,12,1,4,1,2020-09-13,2020,Victoire,D,3
1821,Dijon,Brest,0,0,7,3,16,5,2,1,2020-09-13,2020,Defaite,D,0
1822,Lorient,Lens,2,1,6,3,20,4,4,0,2020-09-13,2020,Defaite,D,0
1823,Nimes,Rennes,2,1,17,9,17,8,2,0,2020-09-13,2020,Defaite,D,0
1824,Monaco,Nantes,2,1,18,5,14,9,3,0,2020-09-13,2020,Victoire,D,3
1825,Paris SG,Marseille,0,0,14,4,17,4,6,3,2020-09-13,2020,Defaite,D,0
1826,Montpellier,Lyon,2,1,10,3,13,4,3,1,2020-09-15,2020,Victoire,D,3
1827,Paris SG,Metz,1,0,20,8,8,8,3,1,2020-09-16,2020,Victoire,D,3
1828,Marseille,St Etienne,0,0,13,2,13,7,2,0,2020-09-17,2020,Defaite,D,0
1829,Lyon,Nimes,0,0,16,3,18,9,3,0,2020-09-18,2020,Nul,D,1
1830,Lens,Bordeaux,2,0,19,5,15,7,5,0,2020-09-19,2020,Victoire,D,3
1831,Rennes,Monaco,2,0,14,3,11,9,1,0,2020-09-19,2020,Victoire,D,3
1832,Nice,Paris SG,0,0,14,5,9,4,1,0,2020-09-20,2020,Defaite,D,0
1833,Brest,Lorient,3,2,14,6,20,4,2,0,2020-09-20,2020,Victoire,D,3
1834,Metz,Reims,2,1,14,4,14,8,1,0,2020-09-20,2020,Victoire,D,3
1835,Montpellier,Angers,4,2,14,9,14,6,4,0,2020-09-20,2020,Victoire,D,3
1836,Strasbourg,Dijon,1,0,17,6,10,8,1,0,2020-09-20,2020,Victoire,D,3
1837,Nantes,St Etienne,2,0,15,3,12,4,2,0,2020-09-20,2020,Nul,D,1
1838,Marseille,Lille,1,0,11,2,12,5,3,0,2020-09-20,2020,Nul,D,1
1839,Lille,Nantes,2,1,12,4,16,4,0,0,2020-09-25,2020,Victoire,D,3
1840,St Etienne,Rennes,0,0,6,4,11,6,1,0,2020-09-26,2020,Defaite,D,0
1841,Marseille,Metz,1,0,17,3,15,5,0,0,2020-09-26,2020,Nul,D,1
1842,Bordeaux,Nice,0,0,18,5,9,7,1,0,2020-09-27,2020,Nul,D,1
1843,Angers,Brest,3,1,12,5,17,6,3,0,2020-09-27,2020,Victoire,D,3
1844,Dijon,Montpellier,2,1,15,6,15,6,4,0,2020-09-27,2020,Nul,D,1
1845,Monaco,Strasbourg,3,2,11,5,11,6,3,2,2020-09-27,2020,Victoire,D,3
1846,Nimes,Lens,1,0,13,4,10,5,0,0,2020-09-27,2020,Nul,D,1
1847,Lorient,Lyon,1,0,4,2,19,1,2,0,2020-09-27,2020,Nul,D,1
1848,Reims,Paris SG,0,0,8,3,11,3,2,0,2020-09-27,2020,Defaite,D,0
1849,Paris SG,Angers,6,2,18,12,11,6,1,0,2020-10-02,2020,Victoire,D,3
1850,Lens,St Etienne,2,1,13,5,23,12,1,0,2020-10-03,2020,Victoire,D,3
1851,Nice,Nantes,2,1,18,7,13,9,2,0,2020-10-03,2020,Victoire,D,3
1852,Montpellier,Nimes,0,0,12,2,14,8,2,0,2020-10-04,2020,Defaite,D,0
1853,Bordeaux,Dijon,3,2,17,7,15,5,2,0,2020-10-04,2020,Victoire,D,3
1854,Brest,Monaco,1,1,7,5,10,1,3,0,2020-10-04,2020,Victoire,D,3
1855,Metz,Lorient,3,1,16,8,10,4,1,0,2020-10-04,2020,Victoire,D,3
1856,Strasbourg,Lille,0,0,14,3,11,11,1,0,2020-10-04,2020,Defaite,D,0
1857,Rennes,Reims,2,2,18,3,12,10,4,0,2020-10-04,2020,Nul,D,1
1858,Lyon,Marseille,1,1,24,3,14,19,1,0,2020-10-04,2020,Nul,D,1
1859,Dijon,Rennes,1,0,12,4,22,3,4,0,2020-10-16,2020,Nul,D,1
1860,Nimes,Paris SG,0,0,5,2,10,1,1,1,2020-10-16,2020,Defaite,D,0
1861,Reims,Lorient,1,1,6,3,14,3,4,2,2020-10-17,2020,Defaite,D,0
1862,Marseille,Bordeaux,3,1,6,4,13,6,3,0,2020-10-17,2020,Victoire,D,3
1863,Strasbourg,Lyon,2,1,20,9,13,4,2,0,2020-10-18,2020,Defaite,D,0
1864,Angers,Metz,1,1,7,2,18,2,4,0,2020-10-18,2020,Nul,D,1
1865,Monaco,Montpellier,1,0,21,7,13,10,2,0,2020-10-18,2020,Nul,D,1
1866,Nantes,Brest,3,2,12,8,15,2,3,0,2020-10-18,2020,Victoire,D,3
1867,St Etienne,Nice,1,0,11,4,15,7,2,0,2020-10-18,2020,Defaite,D,0
1868,Lille,Lens,4,1,17,6,13,7,0,0,2020-10-18,2020,Victoire,D,3
1869,Rennes,Angers,1,1,11,1,11,5,2,0,2020-10-23,2020,Defaite,D,0
1870,Lorient,Marseille,0,0,13,3,10,6,3,0,2020-10-24,2020,Defaite,D,0
1871,Paris SG,Dijon,4,2,20,9,12,4,0,0,2020-10-24,2020,Victoire,D,3
1872,Bordeaux,Nimes,2,0,20,6,9,7,3,0,2020-10-25,2020,Victoire,D,3
1873,Brest,Strasbourg,0,0,14,4,8,12,1,0,2020-10-25,2020,Defaite,D,0
1874,Metz,St Etienne,2,1,6,3,11,5,3,0,2020-10-25,2020,Victoire,D,3
1875,Montpellier,Reims,0,0,5,1,7,3,1,2,2020-10-25,2020,Defaite,D,0
1876,Nice,Lille,1,0,8,3,13,5,1,0,2020-10-25,2020,Nul,D,1
1877,Lyon,Monaco,4,4,15,6,12,2,3,1,2020-10-25,2020,Victoire,D,3
1878,Rennes,Brest,2,0,24,8,2,8,1,0,2020-10-31,2020,Victoire,D,3
1879,Nantes,Paris SG,0,0,6,1,13,2,2,0,2020-10-31,2020,Defaite,D,0
1880,St Etienne,Montpellier,0,0,8,0,16,8,3,0,2020-11-01,2020,Defaite,D,0
1881,Angers,Nice,0,0,11,5,18,9,5,0,2020-11-01,2020,Defaite,D,0
1882,Dijon,Lorient,0,0,11,2,18,9,2,0,2020-11-01,2020,Nul,D,1
1883,Nimes,Metz,0,0,16,2,13,10,3,0,2020-11-01,2020,Defaite,D,0
1884,Reims,Strasbourg,2,2,12,4,13,5,0,0,2020-11-01,2020,Victoire,D,3
1885,Monaco,Bordeaux,4,3,17,6,10,10,2,0,2020-11-01,2020,Victoire,D,3
1886,Lille,Lyon,1,1,15,6,14,9,3,0,2020-11-01,2020,Nul,D,1
1887,Strasbourg,Marseille,0,0,9,2,13,2,0,0,2020-11-06,2020,Defaite,D,0
1888,Bordeaux,Montpellier,0,0,9,1,14,3,2,0,2020-11-07,2020,Defaite,D,0
1889,Paris SG,Rennes,3,2,9,6,19,2,3,0,2020-11-07,2020,Victoire,D,3
1890,Brest,Lille,3,3,12,8,13,3,4,0,2020-11-08,2020,Victoire,D,3
1891,Lens,Reims,4,1,14,5,12,9,3,0,2020-11-08,2020,Nul,D,1
1892,Lorient,Nantes,0,0,18,4,17,5,3,0,2020-11-08,2020,Defaite,D,0
1893,Metz,Dijon,1,1,14,4,16,5,2,0,2020-11-08,2020,Nul,D,1
1894,Nimes,Angers,1,0,11,4,12,6,2,0,2020-11-08,2020,Defaite,D,0
1895,Nice,Monaco,1,0,8,4,8,1,2,0,2020-11-08,2020,Defaite,D,0
